filename,keyword,full_caption,source_title,source_desc,categories,image_url,
Staraya_Russa_asv2018-07_various45_Railway_station.jpg,Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Staraya Russa asv2018-07 various45 Railway station.jpg. Description: Railway station in Staraya Russa, Novgorod Oblast, Russia Categories: Taken with Sony ILCE-7RM3|FAL|Staraya Russa train station|Taken with Sony FE 12-24mm F4 G|Interiors of train stations in Russia|Photographs by A.Savin taken in 2018|FoP-Russia|Coffered ceilings in Russia|Featured pictures of Novgorod Oblast|Featured pictures of railway stations|Featured pictures of building interiors|Files with coordinates missing SDC location of creation|2018 in Novgorod Oblast|Russia photographs taken on 2018-07-29|Building interiors in Novgorod Oblast|Photographs by A.Savin/Russia",File:Staraya Russa asv2018-07 various45 Railway station.jpg,"Railway station in Staraya Russa, Novgorod Oblast, Russia",Taken with Sony ILCE-7RM3|FAL|Staraya Russa train station|Taken with Sony FE 12-24mm F4 G|Interiors of train stations in Russia|Photographs by A.Savin taken in 2018|FoP-Russia|Coffered ceilings in Russia|Featured pictures of Novgorod Oblast|Featured pictures of railway stations|Featured pictures of building interiors|Files with coordinates missing SDC location of creation|2018 in Novgorod Oblast|Russia photographs taken on 2018-07-29|Building interiors in Novgorod Oblast|Photographs by A.Savin/Russia,https://upload.wikimedia.org/wikipedia/commons/b/bb/Staraya_Russa_asv2018-07_various45_Railway_station.jpg,
Coffered_ceiling_installation_(2494792501).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Coffered ceiling installation (2494792501).jpg. Description: Coffered ceiling installation Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Coffered ceiling installation (2494792501).jpg,Coffered ceiling installation,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/c/c3/Coffered_ceiling_installation_%282494792501%29.jpg,
Coffered_ceiling_ideas_in_richmond_va_(9739239591).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Coffered ceiling ideas in richmond va (9739239591).jpg. Description: Coffered ceiling ideas in richmond va Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Coffered ceiling ideas in richmond va (9739239591).jpg,Coffered ceiling ideas in richmond va,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/3/3c/Coffered_ceiling_ideas_in_richmond_va_%289739239591%29.jpg,
Coffered_ceiling_the_finishing_company_rva_(9739240411).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Coffered ceiling the finishing company rva (9739240411).jpg. Description: Coffered ceiling the finishing company rva Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Coffered ceiling the finishing company rva (9739240411).jpg,Coffered ceiling the finishing company rva,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/3/3b/Coffered_ceiling_the_finishing_company_rva_%289739240411%29.jpg,
Richmond_virginia_coffered_ceiling_(9739239753).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Richmond virginia coffered ceiling (9739239753).jpg. Description: Richmond virginia coffered ceiling Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Richmond virginia coffered ceiling (9739239753).jpg,Richmond virginia coffered ceiling,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/e/eb/Richmond_virginia_coffered_ceiling_%289739239753%29.jpg,
"Royce_Hall,_interior,_ceiling,_UCLA.jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Royce Hall, interior, ceiling, UCLA.jpg. Categories: Taken with Nikon D50|Royce Hall|Media lacking a description|Ceilings in California|Flickr images reviewed by FlickreviewR|Coffered ceilings in the United States","File:Royce Hall, interior, ceiling, UCLA.jpg",,Taken with Nikon D50|Royce Hall|Media lacking a description|Ceilings in California|Flickr images reviewed by FlickreviewR|Coffered ceilings in the United States,https://upload.wikimedia.org/wikipedia/commons/c/c5/Royce_Hall%2C_interior%2C_ceiling%2C_UCLA.jpg,
Oxford_-_Lincoln_College_-_Chapel_Ceiling_2.JPG,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Oxford - Lincoln College - Chapel Ceiling 2.JPG. Description: Oxford - Lincoln College - Chapel Categories: Lincoln College Chapel|Self-published work|Coffered ceilings in the United Kingdom|Interiors of churches in Oxfordshire|September 2011 in Oxford|Church ceilings in Oxfordshire|Interiors of chapels in England,File:Oxford - Lincoln College - Chapel Ceiling 2.JPG,Oxford - Lincoln College - Chapel,Lincoln College Chapel|Self-published work|Coffered ceilings in the United Kingdom|Interiors of churches in Oxfordshire|September 2011 in Oxford|Church ceilings in Oxfordshire|Interiors of chapels in England,https://upload.wikimedia.org/wikipedia/commons/5/5f/Oxford_-_Lincoln_College_-_Chapel_Ceiling_2.JPG,
"Palazzo_Silvestri,_ceiling_(Rovigo).jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Palazzo Silvestri, ceiling (Rovigo).jpg. Description: Rovigo, Palazzo Silvestri: particolare del soffitto a cassettoni dell'atrio. Categories: Coffered ceilings in Italy|Self-published work|Italy photographs taken on 2011-10-13|Wooden ceilings in Veneto|Palazzo Silvestri (Rovigo)|Ceilings in Rovigo|Building interiors in Rovigo","File:Palazzo Silvestri, ceiling (Rovigo).jpg","Rovigo, Palazzo Silvestri: particolare del soffitto a cassettoni dell'atrio.",Coffered ceilings in Italy|Self-published work|Italy photographs taken on 2011-10-13|Wooden ceilings in Veneto|Palazzo Silvestri (Rovigo)|Ceilings in Rovigo|Building interiors in Rovigo,https://upload.wikimedia.org/wikipedia/commons/7/70/Palazzo_Silvestri%2C_ceiling_%28Rovigo%29.jpg,
Coffered_ceilings_in_virginia_(2495616720).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Coffered ceilings in virginia (2495616720).jpg. Description: Coffered ceilings in virginia Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Coffered ceilings in virginia (2495616720).jpg,Coffered ceilings in virginia,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/2/26/Coffered_ceilings_in_virginia_%282495616720%29.jpg,
Contemporary_coffered_ceilings_(9739241591).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Contemporary coffered ceilings (9739241591).jpg. Description: Contemporary coffered ceilings Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Contemporary coffered ceilings (9739241591).jpg,Contemporary coffered ceilings,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/d/d9/Contemporary_coffered_ceilings_%289739241591%29.jpg,
Taranto_-_Duomo_di_San_Cataldo_-_07.jpg,Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Taranto - Duomo di San Cataldo - 07.jpg. Description: Taranto (Apulia, Italy) - Saint Catald cathedral - The nave's coffered ceiling Categories: GFDL|License migration redundant|CC-BY-SA-4.0,3.0,2.5,2.0,1.0|Self-published work|Italian MiBAC disclaimer warning|Coffered church ceilings in Italy|Italy photographs taken on 2025-04-23|Files by Benjism89|Cathedral (Taranto) - Interior",File:Taranto - Duomo di San Cataldo - 07.jpg,"Taranto (Apulia, Italy) - Saint Catald cathedral - The nave's coffered ceiling","GFDL|License migration redundant|CC-BY-SA-4.0,3.0,2.5,2.0,1.0|Self-published work|Italian MiBAC disclaimer warning|Coffered church ceilings in Italy|Italy photographs taken on 2025-04-23|Files by Benjism89|Cathedral (Taranto) - Interior",https://upload.wikimedia.org/wikipedia/commons/9/91/Taranto_-_Duomo_di_San_Cataldo_-_07.jpg,
Chicago_Cultural_Center_-GAR_ballroom_-_coffered_ceiling.jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Chicago Cultural Center -GAR ballroom - coffered ceiling.jpg. Description: Chicago Cultural Center -Grand Army of the Republic ballroom - coffered ceiling Categories: Self-published work|Ballrooms in Chicago|Chicago Cultural Center interior,File:Chicago Cultural Center -GAR ballroom - coffered ceiling.jpg,Chicago Cultural Center -Grand Army of the Republic ballroom - coffered ceiling,Self-published work|Ballrooms in Chicago|Chicago Cultural Center interior,https://upload.wikimedia.org/wikipedia/commons/a/a3/Chicago_Cultural_Center_-GAR_ballroom_-_coffered_ceiling.jpg,
Coffered_ceilings_in_chesterfield_va_(9739239243).jpg,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Coffered ceilings in chesterfield va (9739239243).jpg. Description: Coffered ceilings in chesterfield va Categories: Interiors of houses|Flickr images reviewed by FlickreviewR 2,File:Coffered ceilings in chesterfield va (9739239243).jpg,Coffered ceilings in chesterfield va,Interiors of houses|Flickr images reviewed by FlickreviewR 2,https://upload.wikimedia.org/wikipedia/commons/5/59/Coffered_ceilings_in_chesterfield_va_%289739239243%29.jpg,
"Hotel_deLuxe_(ex-Mallory_Hotel)_in_Portland,_Oregon_-_ceiling_of_lobby.jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Hotel deLuxe (ex-Mallory Hotel) in Portland, Oregon - ceiling of lobby.jpg. Description: The coffered ceiling in the lobby of the Hotel deLuxe, in Portland, Oregon, which occupies the historic former Mallory Hotel building. The 1912 building has been in use as the Hotel deLuxe since 2006. It is listed on the U.S. National Register of Historic Places under its original name. Categories: GFDL|Interior of Hotel deLuxe (ex-Mallory Hotel)|License migration redundant|Self-published work|Coffered ceilings in the United States|December 2018 in Portland, Oregon","File:Hotel deLuxe (ex-Mallory Hotel) in Portland, Oregon - ceiling of lobby.jpg","The coffered ceiling in the lobby of the Hotel deLuxe, in Portland, Oregon, which occupies the historic former Mallory Hotel building. The 1912 building has been in use as the Hotel deLuxe since 2006. It is listed on the U.S. National Register of Historic Places under its original name.","GFDL|Interior of Hotel deLuxe (ex-Mallory Hotel)|License migration redundant|Self-published work|Coffered ceilings in the United States|December 2018 in Portland, Oregon",https://upload.wikimedia.org/wikipedia/commons/b/bf/Hotel_deLuxe_%28ex-Mallory_Hotel%29_in_Portland%2C_Oregon_-_ceiling_of_lobby.jpg,
Interior_de_la_catedral_(Pisa).JPG,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Interior de la catedral (Pisa).JPG. Description: Interior de la catedral (Pisa). Categories: Self-published work|Italy photographs taken on 2011-02-28|February 2011 in Pisa|Interior of the Cathedral (Pisa) - Nave|Coffered ceiling - Cathedral of Pisa,File:Interior de la catedral (Pisa).JPG,Interior de la catedral (Pisa).,Self-published work|Italy photographs taken on 2011-02-28|February 2011 in Pisa|Interior of the Cathedral (Pisa) - Nave|Coffered ceiling - Cathedral of Pisa,https://upload.wikimedia.org/wikipedia/commons/b/b9/Interior_de_la_catedral_%28Pisa%29.JPG,
"Interior_de_la_iglesia,_Buitrago_(3965419269).jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Interior de la iglesia, Buitrago (3965419269).jpg. Description: &lt;a href=""http://es.wikipedia.org/wiki/Iglesia_de_Santa_Mar%c3%ada_del_Castillo_(Buitrago_del_Lozoya)"" rel=""noreferrer nofollow""&gt;es.wikipedia.org/wiki/Iglesia_de_Santa_Mar%c3%ada_del_Cas...&lt;/a&gt; Categories: Interior of the Church of Santa María del Castillo, Buitrago del Lozoya|Church ceilings in the Community of Madrid|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Coffered ceilings in the Community of Madrid","File:Interior de la iglesia, Buitrago (3965419269).jpg",&lt;a href="http://es.wikipedia.org/wiki/Iglesia_de_Santa_Mar%c3%ada_del_Castillo_(Buitrago_del_Lozoya)" rel="noreferrer nofollow"&gt;es.wikipedia.org/wiki/Iglesia_de_Santa_Mar%c3%ada_del_Cas...&lt;/a&gt;,"Interior of the Church of Santa María del Castillo, Buitrago del Lozoya|Church ceilings in the Community of Madrid|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Coffered ceilings in the Community of Madrid",https://upload.wikimedia.org/wikipedia/commons/b/b9/Interior_de_la_iglesia%2C_Buitrago_%283965419269%29.jpg,
"Interior_of_Pisa_duomo,_retouched.jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Interior of Pisa duomo, retouched.jpg. Description: Interior view of the duomo of Pisa Categories: Retouched pictures|Italy photographs taken on 2008-04-14|Retouched by Kbh3rd|Interior of the Cathedral (Pisa) - Nave|Coffered ceiling - Cathedral of Pisa","File:Interior of Pisa duomo, retouched.jpg",Interior view of the duomo of Pisa,Retouched pictures|Italy photographs taken on 2008-04-14|Retouched by Kbh3rd|Interior of the Cathedral (Pisa) - Nave|Coffered ceiling - Cathedral of Pisa,https://upload.wikimedia.org/wikipedia/commons/5/54/Interior_of_Pisa_duomo%2C_retouched.jpg,
"Moscow,_VDNKh,_ceiling_of_Uzbekistan_pavilion_(10656716303).jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Moscow, VDNKh, ceiling of Uzbekistan pavilion (10656716303).jpg. Description: VDNKh (All-Russian Exhibition Center); Выставка достижений народного хозяйства (ВДНХ); Ausstellung der Errungenschaften der Volkswirtschaft (WDNCh) Categories: Moscow photographs taken on 2013-09-23|Coffered ceilings in Russia|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Interiors of VDNKh Uzbekistan Pavilion (No 66)","File:Moscow, VDNKh, ceiling of Uzbekistan pavilion (10656716303).jpg",VDNKh (All-Russian Exhibition Center); Выставка достижений народного хозяйства (ВДНХ); Ausstellung der Errungenschaften der Volkswirtschaft (WDNCh),Moscow photographs taken on 2013-09-23|Coffered ceilings in Russia|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|Interiors of VDNKh Uzbekistan Pavilion (No 66),https://upload.wikimedia.org/wikipedia/commons/d/db/Moscow%2C_VDNKh%2C_ceiling_of_Uzbekistan_pavilion_%2810656716303%29.jpg,
Otranto_cathedral_ceiling.JPG,Coffered Ceiling,An interior architectural photo of Coffered Ceiling. Title: Otranto cathedral ceiling.JPG. Description: Otranto Cathedral: ceiling Categories: Coffered ceilings in Italy|Self-published work|Cathedral (Otranto) - Interior,File:Otranto cathedral ceiling.JPG,Otranto Cathedral: ceiling,Coffered ceilings in Italy|Self-published work|Cathedral (Otranto) - Interior,https://upload.wikimedia.org/wikipedia/commons/d/d2/Otranto_cathedral_ceiling.JPG,
"Ceiling_of_main_banking_room_of_U.S._National_Bank_Building_-_Portland,_Oregon_(.jpg",Coffered Ceiling,"An interior architectural photo of Coffered Ceiling. Title: Ceiling of main banking room of U.S. National Bank Building - Portland, Oregon (2016).jpg. Description: The ceilling of the main banking room of the U.S. National Bank Building, in Portland, Oregon. This is an image of a place or building that is listed on the National Register of Historic Places in the United States of America. Its reference number is 86002842. Categories: GFDL|Interior of the U.S. National Bank Building (Portland, Oregon)|License migration redundant|Self-published work|National Register of Historic Places with known IDs|Coffered ceilings in the United States|October 2016 in Portland, Oregon","File:Ceiling of main banking room of U.S. National Bank Building - Portland, Oregon (2016).jpg","The ceilling of the main banking room of the U.S. National Bank Building, in Portland, Oregon. This is an image of a place or building that is listed on the National Register of Historic Places in the United States of America. Its reference number is 86002842.","GFDL|Interior of the U.S. National Bank Building (Portland, Oregon)|License migration redundant|Self-published work|National Register of Historic Places with known IDs|Coffered ceilings in the United States|October 2016 in Portland, Oregon",https://upload.wikimedia.org/wikipedia/commons/7/75/Ceiling_of_main_banking_room_of_U.S._National_Bank_Building_-_Portland%2C_Oregon_%282016%29.jpg,
